,Progress,Duration (in seconds),Finished,Q1,Q2,Q4,Unnamed: 22,Q8,Q10,Q11,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q3_Male,Q3_Non-binary / Other,Q3_Prefer not to say,Q5_Asian,"Q5_Asian,Other",Q5_Black or African American,"Q5_Black or African American,American Indian or Alaska Native","Q5_Black or African American,American Indian or Alaska Native,Other","Q5_Black or African American,Hispanic or Latino/a","Q5_Black or African American,Native Hawaiian or Pacific Islander",Q5_Hispanic or Latino/a,"Q5_Hispanic or Latino/a,American Indian or Alaska Native","Q5_Hispanic or Latino/a,Asian",Q5_Native Hawaiian or Pacific Islander,Q5_Other,Q5_White,"Q5_White,American Indian or Alaska Native","Q5_White,Asian","Q5_White,Black or African American","Q5_White,Black or African American,American Indian or Alaska Native","Q5_White,Black or African American,Hispanic or Latino/a","Q5_White,Hispanic or Latino/a","Q5_White,Hispanic or Latino/a,Asian,Native Hawaiian or Pacific Islander","Q5_White,Native Hawaiian or Pacific Islander",Q6_Buddhism,Q6_Catholic,Q6_Hinduism,Q6_Islam,Q6_Judaism,Q6_Other,Q6_Protestant / Other Christian Denomination,Q7_4 year degree,Q7_Doctorate,Q7_High school graduate / GED,Q7_Less than High School,Q7_Professional degree,Q7_Some college,Q9_Independent,Q9_Other third party,Q9_Republican,Q12_Kamala Harris,Q12_Other,Q20
74,100,57,True,5.0,2.0,1.0,,4.0,3.0,3.0,3.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,I forgot to vote early or by mail,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0
75,100,56,True,9.0,4.0,0.0,,0.0,4.0,4.0,3.0,2.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0
76,100,82,True,3.0,5.0,0.0,,0.0,2.0,0.0,3.0,0.0,2.0,2.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",I prefer voting on election day,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
77,100,98,True,8.0,5.0,0.0,,0.0,4.0,2.0,3.0,3.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0
78,100,92,True,14.0,2.0,0.0,,4.0,1.0,3.0,2.0,2.0,2.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,4.0
79,100,107,True,1.0,0.0,0.0,,0.0,1.0,3.0,3.0,2.0,2.0,1.0,"Social Media,Friends/Family","I prefer voting on election day,Today was the best option for my schedule",4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.0
80,100,53,True,7.0,5.0,0.0,,0.0,0.0,2.0,3.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0
81,100,66,True,6.0,2.0,1.0,,2.0,3.0,3.0,1.0,1.0,1.0,2.0,211 Voter Hotline,I prefer voting on election day,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
82,100,65,True,11.0,2.0,1.0,,2.0,0.0,3.0,3.0,3.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
83,100,90,True,8.0,5.0,0.0,,0.0,0.0,2.0,3.0,3.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0
84,100,82,True,15.0,3.0,0.0,,0.0,2.0,0.0,3.0,0.0,0.0,1.0,"Social Media,Friends/Family,Religious/Community Organizations",I prefer voting on election day,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0
85,100,72,True,1.0,0.0,0.0,,0.0,1.0,3.0,2.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family","I prefer voting on election day,Today was the best option for my schedule",4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0
86,100,92,True,11.0,2.0,0.0,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,"Social Media,Friends/Family",I prefer voting on election day,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3.0
87,100,82,True,14.0,4.0,1.0,,3.0,0.0,2.0,1.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media",Today was the best option for my schedule,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3.0
88,100,100,True,12.0,3.0,1.0,,0.0,3.0,3.0,3.0,3.0,2.0,2.0,Rhode Island Secretary of State's Website,"I prefer voting on election day,I do not trust mail-in voting,I wanted to wait to learn more about the candidates",4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.0
89,100,56,True,9.0,5.0,1.0,,0.0,2.0,1.0,0.0,1.0,2.0,1.0,The Voter Information Handbook sent to my house,I do not trust mail-in voting,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4.0
90,100,52,True,5.0,0.0,0.0,,0.0,0.0,2.0,2.0,1.0,1.0,3.0,Social Media,"I do not trust mail-in voting,Today was the best option for my schedule",4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
91,100,70,True,9.0,3.0,1.0,,0.0,0.0,2.0,3.0,0.0,2.0,1.0,Social Media,I did not feel like I had all the information necessary to vote early or by mail,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0
92,100,101,True,3.0,4.0,0.0,,0.0,3.0,2.0,3.0,2.0,2.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media,Friends/Family,Religious/Community Organizations",I prefer voting on election day,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4.0
93,100,77,True,6.0,1.0,0.0,,2.0,4.0,1.0,3.0,3.0,3.0,2.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family",I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4.0
94,100,86,True,12.0,5.0,1.0,,1.0,3.0,4.0,1.0,2.0,3.0,3.0,Religious/Community Organizations,I prefer voting on election day,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0
95,100,68,True,15.0,1.0,0.0,,3.0,2.0,1.0,1.0,0.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4.0
96,100,65,True,3.0,5.0,0.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
97,100,62,True,7.0,4.0,0.0,,0.0,4.0,4.0,3.0,3.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
98,100,63,True,11.0,2.0,0.0,,2.0,1.0,0.0,0.0,1.0,3.0,3.0,"The Voter Information Handbook sent to my house,Friends/Family,Religious/Community Organizations","I prefer voting on election day,Today was the best option for my schedule",4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0
99,100,60,True,6.0,3.0,0.0,,1.0,,3.0,3.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0
100,100,70,True,15.0,0.0,0.0,,0.0,1.0,3.0,1.0,2.0,2.0,3.0,"Social Media,Friends/Family",I prefer voting on election day,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4.0
101,100,99,True,1.0,1.0,0.0,,2.0,1.0,2.0,3.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,"I prefer voting on election day,I wanted to wait to learn more about the candidates",4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0
102,100,86,True,8.0,5.0,1.0,,0.0,1.0,3.0,3.0,2.0,2.0,2.0,,,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0
103,100,54,True,5.0,4.0,0.0,,2.0,3.0,3.0,3.0,3.0,2.0,2.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4.0
104,100,57,True,9.0,4.0,1.0,,3.0,1.0,2.0,1.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family,Religious/Community Organizations",I prefer voting on election day,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0
105,100,59,True,14.0,2.0,0.0,,3.0,1.0,1.0,0.0,1.0,2.0,2.0,"Social Media,Friends/Family","I prefer voting on election day,I do not trust mail-in voting",1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
106,100,104,True,14.0,5.0,1.0,,2.0,1.0,1.0,3.0,1.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.0
107,100,79,True,1.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,211 Voter Hotline",I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4.0
108,100,63,True,9.0,4.0,0.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3.0
109,100,140,True,8.0,5.0,1.0,,0.0,,3.0,2.0,3.0,2.0,2.0,Social Media,I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3.0
110,100,66,True,15.0,2.0,1.0,,1.0,2.0,1.0,2.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0
111,100,77,True,6.0,4.0,0.0,,,,3.0,3.0,2.0,3.0,3.0,,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
112,100,66,True,7.0,3.0,1.0,,0.0,3.0,3.0,2.0,1.0,2.0,1.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0
113,100,83,True,3.0,5.0,1.0,,2.0,3.0,3.0,2.0,2.0,3.0,2.0,"Social Media,Friends/Family",I prefer voting on election day,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.0
114,100,95,True,12.0,2.0,1.0,,2.0,0.0,3.0,3.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4.0
115,100,78,True,3.0,3.0,0.0,,0.0,2.0,0.0,3.0,0.0,3.0,3.0,Friends/Family,Today was the best option for my schedule,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
116,100,112,True,11.0,5.0,0.0,,0.0,2.0,1.0,1.0,1.0,2.0,2.0,Rhode Island Secretary of State's Website,I forgot to vote early or by mail,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3.0
117,100,72,True,6.0,1.0,0.0,,0.0,1.0,1.0,3.0,2.0,3.0,3.0,,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
118,100,53,True,9.0,4.0,0.0,,0.0,4.0,4.0,3.0,3.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0
119,100,56,True,5.0,4.0,1.0,,,3.0,3.0,3.0,2.0,3.0,3.0,,I prefer voting on election day,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0
120,100,63,True,14.0,5.0,1.0,,3.0,3.0,1.0,3.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",Today was the best option for my schedule,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0
121,100,79,True,15.0,0.0,0.0,,0.0,3.0,3.0,1.0,2.0,2.0,2.0,"Social Media,Friends/Family",I prefer voting on election day,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4.0
122,100,63,True,9.0,2.0,0.0,,2.0,1.0,1.0,0.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0
123,100,135,True,12.0,1.0,1.0,,4.0,,3.0,0.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media","I forgot to vote early or by mail,Today was the best option for my schedule",4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0
124,100,86,True,1.0,1.0,0.0,,0.0,1.0,3.0,2.0,2.0,2.0,2.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family","I forgot to vote early or by mail,Today was the best option for my schedule",4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4.0
125,100,92,True,8.0,0.0,0.0,,0.0,3.0,3.0,2.0,2.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
126,100,94,True,14.0,3.0,0.0,,2.0,1.0,3.0,2.0,2.0,3.0,2.0,The Voter Information Handbook sent to my house,"I prefer voting on election day,I wanted to wait to learn more about the candidates,Today was the best option for my schedule",4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.0
127,100,107,True,1.0,0.0,0.0,,0.0,2.0,2.0,1.0,2.0,3.0,3.0,,,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0
128,100,68,True,15.0,3.0,0.0,,3.0,1.0,3.0,1.0,2.0,3.0,1.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house","I forgot to vote early or by mail,Today was the best option for my schedule,I did not feel like I had all the information necessary to vote early or by mail",4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0
129,100,73,True,3.0,4.0,0.0,,0.0,0.0,2.0,3.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,"I prefer voting on election day,I do not trust mail-in voting,I did not feel like I had all the information necessary to vote early or by mail",4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0
130,100,69,True,3.0,2.0,0.0,,2.0,2.0,3.0,3.0,2.0,2.0,1.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
131,100,80,True,6.0,2.0,0.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0
132,100,62,True,9.0,3.0,1.0,,2.0,2.0,1.0,3.0,0.0,3.0,1.0,"Social Media,Friends/Family",Today was the best option for my schedule,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0
133,100,57,True,14.0,3.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,"The Voter Information Handbook sent to my house,Friends/Family",Today was the best option for my schedule,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0
134,100,75,True,6.0,0.0,0.0,,0.0,2.0,0.0,3.0,0.0,2.0,0.0,Social Media,,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
135,100,101,True,8.0,5.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,Friends/Family,I prefer voting on election day,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0
136,100,72,True,5.0,1.0,0.0,,,0.0,2.0,1.0,2.0,2.0,3.0,Friends/Family,I prefer voting on election day,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0
137,100,103,True,7.0,4.0,0.0,,0.0,0.0,2.0,3.0,2.0,2.0,3.0,Friends/Family,I prefer voting on election day,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.0
138,100,97,True,12.0,5.0,0.0,,0.0,0.0,1.0,3.0,0.0,3.0,3.0,"The Voter Information Handbook sent to my house,Friends/Family",I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4.0
139,100,73,True,15.0,0.0,0.0,,0.0,1.0,2.0,2.0,2.0,2.0,3.0,Social Media,Today was the best option for my schedule,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0
140,100,100,True,11.0,4.0,0.0,,2.0,2.0,0.0,3.0,0.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.0
141,100,68,True,1.0,0.0,0.0,,0.0,2.0,3.0,1.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0
142,100,69,True,9.0,4.0,0.0,,4.0,0.0,2.0,1.0,2.0,3.0,3.0,Social Media,I prefer voting on election day,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4.0
143,100,67,True,8.0,0.0,0.0,,0.0,1.0,3.0,2.0,2.0,2.0,3.0,"Rhode Island Secretary of State's Website,Social Media","I prefer voting on election day,I wanted to wait to learn more about the candidates,I did not feel like I had all the information necessary to vote early or by mail",4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0
144,100,63,True,3.0,2.0,1.0,,3.0,3.0,3.0,3.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,I forgot to vote early or by mail,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0
145,100,86,True,12.0,5.0,1.0,,2.0,3.0,3.0,1.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0
146,100,69,True,3.0,4.0,0.0,,2.0,3.0,3.0,3.0,2.0,3.0,2.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family",I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0
147,100,43,True,7.0,5.0,0.0,,0.0,3.0,2.0,1.0,2.0,3.0,2.0,Social Media,I prefer voting on election day,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0
148,100,65,True,15.0,1.0,1.0,,1.0,2.0,0.0,1.0,0.0,2.0,2.0,"Social Media,Friends/Family,Religious/Community Organizations",Today was the best option for my schedule,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4.0
149,100,89,True,14.0,2.0,0.0,,2.0,0.0,3.0,0.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,Today was the best option for my schedule,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0
150,100,67,True,9.0,5.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,"The Voter Information Handbook sent to my house,Social Media",I prefer voting on election day,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0
