,Progress,Duration (in seconds),Finished,Q1,Q2,Q3,Q4,Q5,Q6,Unnamed: 22,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
107,100,79,True,1,18-24,Female,Not married,White,Protestant / Other Christian Denomination,,Professional degree,"$30,000-$49,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,2.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,211 Voter Hotline",I prefer voting on election day,4.0,4.0
108,100,63,True,9,50-64,Male,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Doctorate,"$30,000-$49,999",Independent,Somewhat Wrong,1.0,Donald Trump,1.0,1.0,2.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,0.0,3.0
109,100,140,True,8,65 or older,Female,Married,Hispanic or Latino/a,Other,,High school graduate / GED,"Less than $30,000",,,3.0,Other,2.0,3.0,2.0,2.0,Social Media,I prefer voting on election day,4.0,3.0
110,100,66,True,15,30-39,Female,Married,White,Catholic,,Professional degree,"$30,000-$49,999",Independent,Definitely Wrong,1.0,Donald Trump,2.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,1.0,3.0
111,100,77,True,6,50-64,Female,Not married,,,,,,,,3.0,,3.0,2.0,3.0,3.0,,,4.0,4.0
112,100,66,True,7,40-49,Female,Married,Hispanic or Latino/a,Catholic,,Some college,"Less than $30,000",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,1.0,2.0,1.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,3.0
113,100,83,True,3,65 or older,Female,Married,Black or African American,Protestant / Other Christian Denomination,,Some college,"$50,000-$100,000",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,2.0,3.0,2.0,"Social Media,Friends/Family",I prefer voting on election day,1.0,1.0
114,100,95,True,12,30-39,Male,Married,White,,,4 year degree,"$50,000-$100,000",Independent,Unsure,3.0,Kamala Harris,3.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
115,100,78,True,3,40-49,Male,Not married,White,Judaism,,Professional degree,"Less than $30,000",Democrat,Definitely Wrong,0.0,Other,3.0,0.0,3.0,3.0,Friends/Family,Today was the best option for my schedule,4.0,0.0
116,100,112,True,11,65 or older,Female,Not married,White,Protestant / Other Christian Denomination,,Some college,"Less than $30,000",Independent,Definitely Wrong,1.0,Donald Trump,1.0,1.0,2.0,2.0,Rhode Island Secretary of State's Website,I forgot to vote early or by mail,1.0,3.0
117,100,72,True,6,25-29,Female,Not married,White,Islam,,2 year degree,"Less than $30,000",Independent,Somewhat Wrong,1.0,,3.0,2.0,3.0,3.0,,,4.0,4.0
118,100,53,True,9,50-64,Female,Not married,Hispanic or Latino/a,Catholic,,Less than High School,"Less than $30,000",Democrat,Definitely Right,4.0,Kamala Harris,3.0,3.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,4.0
119,100,56,True,5,50-64,Male,Married,White,Catholic,,Professional degree,,Republican,Somewhat Right,3.0,Donald Trump,3.0,2.0,3.0,3.0,,I prefer voting on election day,3.0,1.0
120,100,63,True,14,65 or older,Female,Married,Black or African American,Catholic,,Some college,"$100,000-$199,999",Democrat,Somewhat Right,1.0,Kamala Harris,3.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",Today was the best option for my schedule,4.0,1.0
121,100,79,True,15,18-24,Female,Not married,Black or African American,Protestant / Other Christian Denomination,,Professional degree,"Less than $30,000",Republican,Somewhat Right,3.0,Donald Trump,1.0,2.0,2.0,2.0,"Social Media,Friends/Family",I prefer voting on election day,3.0,4.0
122,100,63,True,9,30-39,Female,Not married,White,Atheist,,Professional degree,"$50,000-$100,000",Democrat,Somewhat Wrong,1.0,Kamala Harris,0.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
123,100,135,True,12,25-29,Female,Married,White,,,4 year degree,"$200,000 or more",,,3.0,Kamala Harris,0.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media","I forgot to vote early or by mail,Today was the best option for my schedule",4.0,4.0
124,100,86,True,1,25-29,Female,Not married,White,Protestant / Other Christian Denomination,,Professional degree,"Less than $30,000",Democrat,Somewhat Wrong,3.0,Kamala Harris,2.0,2.0,2.0,2.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family","I forgot to vote early or by mail,Today was the best option for my schedule",4.0,4.0
125,100,92,True,8,18-24,Female,Not married,Hispanic or Latino/a,,,High school graduate / GED,"Less than $30,000",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,2.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,4.0
126,100,94,True,14,40-49,Male,Not married,White,,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Wrong,3.0,Kamala Harris,2.0,2.0,3.0,2.0,The Voter Information Handbook sent to my house,"I prefer voting on election day,I wanted to wait to learn more about the candidates,Today was the best option for my schedule",4.0,3.0
127,100,107,True,1,18-24,Male,Not married,White,Judaism,,Less than High School,"Less than $30,000",Republican,Definitely Wrong,2.0,Donald Trump,1.0,2.0,3.0,3.0,,,4.0,4.0
128,100,68,True,15,40-49,Non-binary / Other,Not married,White,Atheist,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,1.0,2.0,3.0,1.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house","I forgot to vote early or by mail,Today was the best option for my schedule,I did not feel like I had all the information necessary to vote early or by mail",4.0,4.0
129,100,73,True,3,50-64,Female,Not married,Hispanic or Latino/a,Other,,Less than High School,"Less than $30,000",Democrat,Unsure,2.0,Kamala Harris,3.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,"I prefer voting on election day,I do not trust mail-in voting,I did not feel like I had all the information necessary to vote early or by mail",4.0,4.0
130,100,69,True,3,30-39,Female,Not married,White,,,4 year degree,"$50,000-$100,000",Democrat,Definitely Wrong,3.0,Kamala Harris,3.0,2.0,2.0,1.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",I prefer voting on election day,4.0,0.0
131,100,80,True,6,30-39,Female,Not married,Hispanic or Latino/a,Catholic,,Professional degree,"$50,000-$100,000",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,3.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,3.0
132,100,62,True,9,40-49,Male,Married,White,,,Some college,"$50,000-$100,000",Democrat,Definitely Wrong,1.0,Other,3.0,0.0,3.0,1.0,"Social Media,Friends/Family",Today was the best option for my schedule,4.0,4.0
133,100,57,True,14,40-49,Female,Married,White,Catholic,,4 year degree,"$50,000-$100,000",Democrat,Definitely Wrong,2.0,Kamala Harris,1.0,1.0,1.0,1.0,"The Voter Information Handbook sent to my house,Friends/Family",Today was the best option for my schedule,4.0,4.0
134,100,75,True,6,18-24,Male,Not married,Hispanic or Latino/a,Atheist,,High school graduate / GED,"Less than $30,000",Democrat,Definitely Wrong,0.0,Kamala Harris,3.0,0.0,2.0,0.0,Social Media,,1.0,0.0
135,100,101,True,8,65 or older,Male,Married,Hispanic or Latino/a,,,Less than High School,"$30,000-$49,999",Democrat,Somewhat Wrong,2.0,Kamala Harris,2.0,2.0,1.0,2.0,Friends/Family,I prefer voting on election day,4.0,4.0
136,100,72,True,5,25-29,Non-binary / Other,Not married,Black or African American,Protestant / Other Christian Denomination,,Professional degree,,Democrat,Unsure,2.0,Kamala Harris,1.0,2.0,2.0,3.0,Friends/Family,I prefer voting on election day,4.0,3.0
137,100,103,True,7,50-64,Male,Not married,Black or African American,Other,,Some college,"Less than $30,000",Democrat,Unsure,2.0,Kamala Harris,3.0,2.0,2.0,3.0,Friends/Family,I prefer voting on election day,4.0,4.0
138,100,97,True,12,65 or older,Female,Not married,White,Atheist,,Some college,"Less than $30,000",Independent,Unsure,1.0,Kamala Harris,3.0,0.0,3.0,3.0,"The Voter Information Handbook sent to my house,Friends/Family",I prefer voting on election day,4.0,4.0
139,100,73,True,15,18-24,Female,Not married,Hispanic or Latino/a,,,Some college,"Less than $30,000",Democrat,Somewhat Wrong,2.0,Kamala Harris,2.0,2.0,2.0,3.0,Social Media,Today was the best option for my schedule,4.0,4.0
140,100,100,True,11,50-64,Female,Not married,Black or African American,Protestant / Other Christian Denomination,,Some college,"$50,000-$100,000",,Definitely Wrong,0.0,,3.0,0.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
141,100,68,True,1,18-24,Female,Not married,Asian,Atheist,,Some college,"Less than $30,000",Democrat,Definitely Wrong,3.0,Kamala Harris,1.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
142,100,69,True,9,50-64,Male,Not married,Black or African American,Protestant / Other Christian Denomination,,4 year degree,"$200,000 or more",Democrat,Unsure,2.0,Kamala Harris,1.0,2.0,3.0,3.0,Social Media,I prefer voting on election day,4.0,4.0
143,100,67,True,8,18-24,Female,Not married,Hispanic or Latino/a,,,Some college,"Less than $30,000",Democrat,Somewhat Wrong,3.0,Kamala Harris,2.0,2.0,2.0,3.0,"Rhode Island Secretary of State's Website,Social Media","I prefer voting on election day,I wanted to wait to learn more about the candidates,I did not feel like I had all the information necessary to vote early or by mail",4.0,4.0
144,100,63,True,3,30-39,Male,Married,White,Atheist,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,I forgot to vote early or by mail,4.0,4.0
145,100,86,True,12,65 or older,Male,Married,White,Catholic,,Professional degree,"$50,000-$100,000",Independent,Somewhat Right,3.0,Other,1.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,0.0
146,100,69,True,3,50-64,Female,Not married,White,,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,2.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family",I prefer voting on election day,4.0,4.0
147,100,43,True,7,65 or older,Female,Not married,Black or African American,Other,,Less than High School,"Less than $30,000",Democrat,Somewhat Right,2.0,Kamala Harris,1.0,2.0,3.0,2.0,Social Media,I prefer voting on election day,4.0,4.0
148,100,65,True,15,25-29,Male,Married,Asian,Buddhism,,4 year degree,"$30,000-$49,999",Other third party,Definitely Wrong,0.0,Other,1.0,0.0,2.0,2.0,"Social Media,Friends/Family,Religious/Community Organizations",Today was the best option for my schedule,4.0,4.0
149,100,89,True,14,30-39,Male,Not married,White,,,Some college,"$50,000-$100,000",Democrat,Unsure,3.0,Kamala Harris,0.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,Today was the best option for my schedule,4.0,4.0
150,100,67,True,9,65 or older,Male,Not married,White,,,Professional degree,"Less than $30,000",Democrat,Definitely Wrong,0.0,Kamala Harris,0.0,0.0,0.0,2.0,"The Voter Information Handbook sent to my house,Social Media",I prefer voting on election day,4.0,4.0
151,100,88,True,1,40-49,Female,Married,Hispanic or Latino/a,,,Professional degree,"$200,000 or more",Democrat,Unsure,1.0,Kamala Harris,1.0,1.0,3.0,3.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,4.0,1.0
152,100,64,True,14,40-49,Male,Married,White,,,Some college,"$50,000-$100,000",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
153,100,151,True,11,40-49,Male,Not married,White,,,Professional degree,"$30,000-$49,999",Independent,Definitely Wrong,0.0,Kamala Harris,0.0,0.0,2.0,3.0,"Social Media,Friends/Family",I prefer voting on election day,4.0,3.0
154,100,74,True,6,18-24,Female,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Some college,"$100,000-$199,999",Independent,Definitely Wrong,0.0,Donald Trump,0.0,0.0,0.0,0.0,Social Media,I wanted to wait to learn more about the candidates,4.0,4.0
155,100,66,True,6,40-49,Female,Married,Hispanic or Latino/a,Catholic,,Some college,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,0.0
156,100,66,True,5,50-64,Male,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Less than High School,"$30,000-$49,999",Democrat,Unsure,2.0,Kamala Harris,1.0,0.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,3.0
157,100,53,True,11,40-49,Female,Not married,Hispanic or Latino/a,Other,,Some college,"$30,000-$49,999",Other third party,Unsure,0.0,Other,3.0,0.0,1.0,1.0,,I did not feel like I had all the information necessary to vote early or by mail,4.0,4.0
158,100,74,True,12,30-39,Female,Not married,White,Judaism,,Professional degree,"$200,000 or more",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
159,100,90,True,8,40-49,Female,Not married,Hispanic or Latino/a,Catholic,,Less than High School,"Less than $30,000",,Unsure,2.0,Kamala Harris,2.0,2.0,3.0,3.0,Social Media,I prefer voting on election day,4.0,4.0
160,100,67,True,9,40-49,Male,Married,White,Atheist,,Doctorate,"$200,000 or more",Democrat,Somewhat Right,3.0,Kamala Harris,1.0,2.0,3.0,3.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,4.0,4.0
161,100,75,True,1,25-29,Male,Not married,White,Atheist,,Professional degree,"$100,000-$199,999",Independent,Somewhat Right,0.0,Donald Trump,3.0,0.0,3.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,1.0
162,100,90,True,15,50-64,Male,Not married,Other,Other,Armenian Apostolic,4 year degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,0.0,0.0
163,100,50,True,9,50-64,Male,Not married,White,Buddhism,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,2.0,3.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,3.0
164,100,72,True,3,30-39,Female,Married,White,Atheist,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,2.0,2.0,3.0,2.0,,Today was the best option for my schedule,4.0,4.0
165,100,61,True,7,40-49,Female,Married,"White,Black or African American,American Indian or Alaska Native",Other,baptist,Some college,"$30,000-$49,999",Democrat,Somewhat Right,1.0,Kamala Harris,1.0,2.0,1.0,2.0,"Social Media,Friends/Family",I do not trust mail-in voting,3.0,4.0
166,100,90,True,8,30-39,Male,Not married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"Less than $30,000",Republican,Definitely Right,0.0,Donald Trump,2.0,3.0,3.0,3.0,Social Media,I prefer voting on election day,4.0,4.0
167,100,59,True,5,30-39,Male,Not married,Black or African American,Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Right,1.0,Kamala Harris,3.0,2.0,2.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,1.0,3.0
168,100,16,True,,,,,,,,,,,,3.0,,3.0,2.0,3.0,3.0,,,4.0,4.0
169,100,60,True,6,50-64,Female,Not married,White,Catholic,,High school graduate / GED,"Less than $30,000",Democrat,Somewhat Wrong,1.0,Kamala Harris,3.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
170,100,93,True,12,50-64,Male,Married,White,Protestant / Other Christian Denomination,,High school graduate / GED,"$50,000-$100,000",Democrat,Somewhat Wrong,3.0,Kamala Harris,3.0,2.0,3.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
171,100,58,True,14,40-49,Female,Married,White,,,Doctorate,,Independent,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,Today was the best option for my schedule,4.0,0.0
172,100,70,True,1,25-29,Female,Not married,White,,,4 year degree,"$100,000-$199,999",Independent,Somewhat Wrong,0.0,Kamala Harris,3.0,0.0,2.0,2.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media",I forgot to vote early or by mail,4.0,3.0
173,100,100,True,3,18-24,Female,Not married,White,,,Some college,"$30,000-$49,999",Democrat,Somewhat Wrong,2.0,Kamala Harris,1.0,2.0,3.0,1.0,Social Media,"I prefer voting on election day,I do not trust mail-in voting",4.0,4.0
174,100,85,True,15,50-64,Female,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Less than High School,"$100,000-$199,999",Republican,Somewhat Wrong,1.0,Donald Trump,3.0,1.0,2.0,2.0,"Rhode Island Secretary of State's Website,Friends/Family",I prefer voting on election day,4.0,4.0
175,100,84,True,6,30-39,Male,Not married,White,Other,,Some college,"$50,000-$100,000",Independent,Somewhat Wrong,1.0,Other,3.0,1.0,0.0,1.0,,,3.0,3.0
176,100,74,True,12,50-64,Male,Married,Black or African American,Protestant / Other Christian Denomination,,Some college,"$30,000-$49,999",Democrat,Definitely Right,4.0,Kamala Harris,3.0,2.0,2.0,3.0,,I prefer voting on election day,3.0,3.0
177,100,110,True,14,50-64,Female,Married,White,Catholic,,Some college,"$100,000-$199,999",Republican,Somewhat Wrong,3.0,Donald Trump,1.0,2.0,2.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,1.0,3.0
178,100,71,True,11,30-39,Female,Married,Black or African American,Protestant / Other Christian Denomination,,2 year degree,"$50,000-$100,000",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media,Friends/Family,Religious/Community Organizations","I prefer voting on election day,Today was the best option for my schedule",1.0,4.0
179,100,57,True,9,40-49,Male,Married,"Black or African American,American Indian or Alaska Native",Protestant / Other Christian Denomination,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,4.0
180,100,71,True,15,18-24,Female,Not married,"White,Hispanic or Latino/a",Catholic,,High school graduate / GED,"Less than $30,000",Democrat,Unsure,1.0,Kamala Harris,1.0,1.0,2.0,2.0,Social Media,"I prefer voting on election day,I wanted to wait to learn more about the candidates",4.0,1.0
181,100,63,True,7,50-64,Female,Not married,Hispanic or Latino/a,Catholic,,Some college,"Less than $30,000",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,2.0,2.0,3.0,Friends/Family,I prefer voting on election day,4.0,4.0
182,100,65,True,3,50-64,Male,Not married,Other,Other,,Some college,"Less than $30,000",Democrat,Unsure,3.0,Other,1.0,2.0,2.0,2.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",I prefer voting on election day,3.0,4.0
183,100,72,True,9,65 or older,Male,Not married,White,,,2 year degree,"$50,000-$100,000",Independent,Definitely Wrong,0.0,,3.0,2.0,0.0,0.0,"Social Media,Friends/Family",I prefer voting on election day,0.0,3.0
184,100,56,True,5,30-39,Female,Not married,White,Catholic,,High school graduate / GED,"$30,000-$49,999",Republican,Unsure,2.0,Donald Trump,3.0,0.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,1.0
185,100,49,True,14,18-24,Female,Not married,White,,,High school graduate / GED,"$30,000-$49,999",Democrat,Unsure,3.0,,3.0,2.0,2.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,0.0
186,100,84,True,1,18-24,Non-binary / Other,Not married,White,,,4 year degree,"Less than $30,000",,Definitely Wrong,3.0,Kamala Harris,0.0,2.0,2.0,3.0,"Rhode Island Secretary of State's Website,Social Media","I prefer voting on election day,I wanted to wait to learn more about the candidates",4.0,3.0
187,100,68,True,8,65 or older,Male,Married,Hispanic or Latino/a,Catholic,,2 year degree,"$50,000-$100,000",Democrat,Somewhat Wrong,1.0,Kamala Harris,1.0,2.0,2.0,3.0,Social Media,I prefer voting on election day,4.0,1.0
188,100,102,True,8,18-24,Female,Not married,Black or African American,,,High school graduate / GED,"Less than $30,000",Other third party,Unsure,3.0,Kamala Harris,3.0,3.0,3.0,3.0,,I did not feel like I had all the information necessary to vote early or by mail,4.0,4.0
189,100,138,True,11,40-49,Female,Not married,Hispanic or Latino/a,Atheist,,Some college,"$30,000-$49,999",Other third party,Definitely Wrong,1.0,Kamala Harris,3.0,0.0,2.0,3.0,"Social Media,Friends/Family",Today was the best option for my schedule,4.0,4.0
190,100,76,True,6,50-64,Female,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Some college,"$50,000-$100,000",Independent,Unsure,2.0,Other,0.0,2.0,3.0,3.0,,I prefer voting on election day,4.0,4.0
191,100,68,True,3,30-39,Male,Not married,Hispanic or Latino/a,Other,Agnostic,High school graduate / GED,"$100,000-$199,999",Republican,Definitely Wrong,1.0,Donald Trump,3.0,2.0,2.0,2.0,Social Media,Today was the best option for my schedule,4.0,1.0
192,100,82,True,12,30-39,Female,Not married,"White,Hispanic or Latino/a",Catholic,,Professional degree,"$50,000-$100,000",Independent,Definitely Wrong,2.0,,3.0,2.0,3.0,3.0,"Social Media,Friends/Family,Religious/Community Organizations",,4.0,4.0
193,100,78,True,1,25-29,Female,Not married,White,,,Professional degree,"$30,000-$49,999",Democrat,Somewhat Wrong,2.0,Kamala Harris,1.0,2.0,3.0,1.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media","I prefer voting on election day,I forgot to vote early or by mail,Today was the best option for my schedule",4.0,4.0
194,100,54,True,9,30-39,Female,Married,"White,Black or African American",Catholic,,2 year degree,"$50,000-$100,000",Democrat,Unsure,2.0,Kamala Harris,3.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
195,100,44,True,7,50-64,Female,Not married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"Less than $30,000",Republican,Somewhat Right,3.0,Donald Trump,2.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
196,100,71,True,11,30-39,Male,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,High school graduate / GED,"$30,000-$49,999",Republican,Definitely Right,3.0,Donald Trump,3.0,2.0,3.0,3.0,,I prefer voting on election day,4.0,4.0
197,100,57,True,5,30-39,Female,Married,Hispanic or Latino/a,,,Some college,"$100,000-$199,999",Democrat,Unsure,3.0,Kamala Harris,2.0,2.0,3.0,2.0,Social Media,I prefer voting on election day,4.0,3.0
198,100,98,True,15,30-39,Female,Not married,Other,,,Some college,"$30,000-$49,999",Democrat,Definitely Wrong,2.0,Kamala Harris,3.0,2.0,2.0,1.0,Social Media,"I prefer voting on election day,I do not trust mail-in voting,I wanted to wait to learn more about the candidates",4.0,3.0
199,100,100,True,6,18-24,Female,Not married,Black or African American,Protestant / Other Christian Denomination,,4 year degree,"Less than $30,000",Democrat,Somewhat Right,3.0,Kamala Harris,1.0,2.0,3.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,1.0
200,100,68,True,1,30-39,Male,Not married,White,Atheist,,Doctorate,"$50,000-$100,000",Democrat,Somewhat Wrong,3.0,Kamala Harris,3.0,2.0,3.0,2.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family",Today was the best option for my schedule,4.0,4.0
201,100,82,True,15,30-39,Male,Not married,Asian,,,Doctorate,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",I forgot to vote early or by mail,4.0,4.0
202,100,77,True,3,40-49,Female,Not married,White,Protestant / Other Christian Denomination,,Professional degree,"$50,000-$100,000",Democrat,Somewhat Right,3.0,Kamala Harris,0.0,1.0,3.0,3.0,"Social Media,Friends/Family",Today was the best option for my schedule,4.0,1.0
203,100,81,True,14,18-24,Female,Not married,Other,,,Some college,"Less than $30,000",Independent,Unsure,3.0,Kamala Harris,2.0,1.0,2.0,3.0,"Social Media,Friends/Family",I prefer voting on election day,4.0,4.0
204,100,81,True,8,65 or older,Female,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,High school graduate / GED,"$50,000-$100,000",Democrat,Somewhat Wrong,3.0,Kamala Harris,3.0,1.0,3.0,3.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family,Religious/Community Organizations",I prefer voting on election day,4.0,4.0
205,100,69,True,6,65 or older,Female,Not married,White,Catholic,,Professional degree,"$30,000-$49,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,,,1.0,0.0
206,100,66,True,3,40-49,Male,Married,Black or African American,,,Some college,"$50,000-$100,000",Independent,Unsure,2.0,Kamala Harris,0.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,Today was the best option for my schedule,3.0,4.0
207,100,114,True,14,65 or older,Female,Married,White,Catholic,,4 year degree,"$50,000-$100,000",,,3.0,Kamala Harris,2.0,3.0,3.0,2.0,The Voter Information Handbook sent to my house,I forgot to vote early or by mail,1.0,3.0
208,100,71,True,1,30-39,Male,Married,White,Protestant / Other Christian Denomination,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Right,4.0,Kamala Harris,3.0,3.0,3.0,3.0,"Rhode Island Secretary of State's Website,211 Voter Hotline,The Voter Information Handbook sent to my house,Friends/Family",I prefer voting on election day,4.0,3.0
209,100,95,True,8,50-64,Female,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,High school graduate / GED,"Less than $30,000",Democrat,Definitely Wrong,4.0,Kamala Harris,3.0,3.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
210,100,104,True,9,18-24,Male,Not married,White,Atheist,,Some college,"$50,000-$100,000",Independent,Somewhat Wrong,3.0,Kamala Harris,3.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I forgot to vote early or by mail,3.0,3.0
211,100,87,True,11,25-29,Female,Married,Black or African American,Islam,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,0.0,0.0,0.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Friends/Family,Religious/Community Organizations",I prefer voting on election day,4.0,3.0
212,100,67,True,9,18-24,Female,Not married,Hispanic or Latino/a,Catholic,,Some college,"$30,000-$49,999",Democrat,Unsure,3.0,Kamala Harris,1.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,Today was the best option for my schedule,4.0,4.0
213,100,53,True,5,65 or older,Female,Married,White,Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Independent,Definitely Wrong,0.0,Donald Trump,3.0,0.0,2.0,3.0,,I prefer voting on election day,0.0,0.0
214,100,55,True,3,50-64,Male,Not married,"White,Hispanic or Latino/a",Protestant / Other Christian Denomination,,2 year degree,"Less than $30,000",Democrat,Definitely Wrong,0.0,Kamala Harris,0.0,0.0,3.0,2.0,Social Media,I prefer voting on election day,4.0,4.0
215,100,159,True,12,65 or older,Male,Not married,White,Catholic,,Professional degree,"$200,000 or more",Independent,Somewhat Wrong,1.0,Other,3.0,0.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
216,100,70,True,1,30-39,Male,Married,White,,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,Social Media,Today was the best option for my schedule,4.0,4.0
217,100,77,True,11,18-24,Male,Not married,Hispanic or Latino/a,,,High school graduate / GED,"Less than $30,000",Other third party,Unsure,2.0,Donald Trump,1.0,2.0,3.0,3.0,Friends/Family,Today was the best option for my schedule,4.0,4.0
