StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ResponseId,Q1,Q2,Q3,Q4,Q5,Q6,,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
11/12/2024 18:31:22,11/12/2024 18:32:31,100,69,True,11/12/2024 18:32:32,R_3IHrEpJ3CWiWuMw,,,,,41.8244,-71.408,anonymous,EN,R_3IHrEpJ3CWiWuMw,9,50-64,Male,Not married,Black or African American,Protestant / Other Christian Denomination,,4 year degree,"$200,000 or more",Democrat,Unsure,Unsure,Kamala Harris,Somewhat Excited,Unsure,Very Confident,Very Confident,Social Media,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:31:29,11/12/2024 18:32:36,100,67,True,11/12/2024 18:32:37,R_1DXRpixdZSAdfXb,,,,,41.8244,-71.408,anonymous,EN,R_1DXRpixdZSAdfXb,8,18-24,Female,Not married,Hispanic or Latino/a,None,,Some college,"Less than $30,000",Democrat,Somewhat Wrong,Somewhat Right,Kamala Harris,Very Excited,Somewhat Confident,Somewhat Confident,Unsure,"Rhode Island Secretary of State's Website,Social Media","I prefer voting on election day,I wanted to wait to learn more about the candidates,I did not feel like I had all the information necessary to vote early or by mail",Definitely,I would need more information to make a decision
11/12/2024 18:31:43,11/12/2024 18:32:46,100,63,True,11/12/2024 18:32:46,R_7HPFryQQXwXPphT,,,,,41.8244,-71.408,anonymous,EN,R_7HPFryQQXwXPphT,3,30-39,Male,Married,White,Atheist,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Extremely Excited,Not Very Confident,Very Confident,Very Confident,Rhode Island Secretary of State's Website,I forgot to vote early or by mail,Definitely,Definitely
11/12/2024 18:31:21,11/12/2024 18:32:47,100,86,True,11/12/2024 18:32:48,R_3D7peNmsTs0wSD7,,,,,41.8244,-71.408,anonymous,EN,R_3D7peNmsTs0wSD7,12,65 or older,Male,Married,White,Catholic,,Professional degree,"$50,000-$100,000",Independent,Somewhat Right,Somewhat Right,Other,Somewhat Excited,Somewhat Confident,Very Confident,Very Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,I would need more information to make a decision,Definitely Not
11/12/2024 18:31:43,11/12/2024 18:32:52,100,69,True,11/12/2024 18:32:53,R_3ePxeovKwTOYjYc,,,,,42.3562,-71.0631,anonymous,EN,R_3ePxeovKwTOYjYc,3,50-64,Female,Not married,White,None,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Extremely Excited,Somewhat Confident,Very Confident,Somewhat Confident,"Rhode Island Secretary of State's Website,Social Media,Friends/Family",I prefer voting on election day,Definitely,I would need more information to make a decision
11/12/2024 18:32:16,11/12/2024 18:32:59,100,43,True,11/12/2024 18:32:59,R_3q8vxvFS6oWYyjL,,,,,41.8244,-71.408,anonymous,EN,R_3q8vxvFS6oWYyjL,7,65 or older,Female,Not married,Black or African American,Other,,Less than High School,"Less than $30,000",Democrat,Somewhat Right,Unsure,Kamala Harris,Somewhat Excited,Somewhat Confident,Very Confident,Somewhat Confident,Social Media,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:31:57,11/12/2024 18:33:03,100,65,True,11/12/2024 18:33:03,R_1dMNkYTKuJN3M1f,,,,,41.8244,-71.408,anonymous,EN,R_1dMNkYTKuJN3M1f,15,25-29,Male,Married,Asian,Buddhism,,4 year degree,"$30,000-$49,999",Other third party,Definitely Wrong,Definitely Wrong,Other,Somewhat Excited,Not at All Confident,Somewhat Confident,Somewhat Confident,"Social Media,Friends/Family,Religious/Community Organizations",Today was the best option for my schedule,Definitely,Definitely
11/12/2024 18:31:35,11/12/2024 18:33:04,100,89,True,11/12/2024 18:33:04,R_37PQLKD6qrMy3wO,,,,,41.8244,-71.408,anonymous,EN,R_37PQLKD6qrMy3wO,14,30-39,Male,Not married,White,None,,Some college,"$50,000-$100,000",Democrat,Unsure,Somewhat Right,Kamala Harris,Not Very Excited,Not Very Confident,Very Confident,Very Confident,Rhode Island Secretary of State's Website,Today was the best option for my schedule,Definitely,Definitely
11/12/2024 18:31:57,11/12/2024 18:33:04,100,67,True,11/12/2024 18:33:05,R_5P5YMb8Zw8jRuyN,,,,,41.8244,-71.408,anonymous,EN,R_5P5YMb8Zw8jRuyN,9,65 or older,Male,Not married,White,None,,Professional degree,"Less than $30,000",Democrat,Definitely Wrong,Definitely Wrong,Kamala Harris,Not Very Excited,Not at All Confident,Not at All Confident,Somewhat Confident,"The Voter Information Handbook sent to my house,Social Media",I prefer voting on election day,Definitely,Definitely
11/12/2024 18:31:38,11/12/2024 18:33:06,100,88,True,11/12/2024 18:33:07,R_3q7p3szntkQChWZ,,,,,41.8244,-71.408,anonymous,EN,R_3q7p3szntkQChWZ,1,40-49,Female,Married,Hispanic or Latino/a,None,,Professional degree,"$200,000 or more",Democrat,Unsure,Somewhat Wrong,Kamala Harris,Somewhat Excited,Not Very Confident,Very Confident,Very Confident,"The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,Definitely,Probably Not
11/12/2024 18:32:03,11/12/2024 18:33:07,100,64,True,11/12/2024 18:33:08,R_1R3oA7ae9y96GOI,,,,,41.8244,-71.408,anonymous,EN,R_1R3oA7ae9y96GOI,14,40-49,Male,Married,White,None,,Some college,"$50,000-$100,000",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Very Excited,Very Confident,Very Confident,Very Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:30:41,11/12/2024 18:33:12,100,151,True,11/12/2024 18:33:13,R_39b07wcOaMmbwl9,,,,,41.8244,-71.408,anonymous,EN,R_39b07wcOaMmbwl9,11,40-49,Male,Not married,White,None,,Professional degree,"$30,000-$49,999",Independent,Definitely Wrong,Definitely Wrong,Kamala Harris,Not Very Excited,Not at All Confident,Somewhat Confident,Very Confident,"Social Media,Friends/Family",I prefer voting on election day,Definitely,Probably
11/12/2024 18:31:58,11/12/2024 18:33:13,100,74,True,11/12/2024 18:33:13,R_324rsScj3Qq6880,,,,,41.8244,-71.408,anonymous,EN,R_324rsScj3Qq6880,6,18-24,Female,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Some college,"$100,000-$199,999",Independent,Definitely Wrong,Definitely Wrong,Donald Trump,Not Very Excited,Not at All Confident,Not at All Confident,Not at All Confident,Social Media,I wanted to wait to learn more about the candidates,Definitely,Definitely
11/12/2024 18:32:08,11/12/2024 18:33:14,100,66,True,11/12/2024 18:33:14,R_1GGbR9oZs6qR0bL,,,,,41.8244,-71.408,anonymous,EN,R_1GGbR9oZs6qR0bL,6,40-49,Female,Married,Hispanic or Latino/a,Catholic,,Some college,"$100,000-$199,999",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Very Excited,Somewhat Confident,Very Confident,Very Confident,The Voter Information Handbook sent to my house,I prefer voting on election day,Definitely,Definitely Not
11/12/2024 18:32:07,11/12/2024 18:33:14,100,66,True,11/12/2024 18:33:15,R_7iGc8XsdriRdoSR,,,,,40.7123,-74.0068,anonymous,EN,R_7iGc8XsdriRdoSR,5,50-64,Male,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Less than High School,"$30,000-$49,999",Democrat,Unsure,Unsure,Kamala Harris,Somewhat Excited,Not at All Confident,Somewhat Confident,Somewhat Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Probably,Probably
11/12/2024 18:32:31,11/12/2024 18:33:24,100,53,True,11/12/2024 18:33:25,R_3ifXFVkiDuftdnn,,,,,41.8244,-71.408,anonymous,EN,R_3ifXFVkiDuftdnn,11,40-49,Female,Not married,Hispanic or Latino/a,Other,,Some college,"$30,000-$49,999",Other third party,Unsure,Definitely Wrong,Other,Extremely Excited,Not at All Confident,Not Very Confident,Not Very Confident,,I did not feel like I had all the information necessary to vote early or by mail,Definitely,I would need more information to make a decision
11/12/2024 18:32:18,11/12/2024 18:33:33,100,74,True,11/12/2024 18:33:33,R_3LtUsM863gCq2ow,,,,,41.8244,-71.408,anonymous,EN,R_3LtUsM863gCq2ow,12,30-39,Female,Not married,White,Judaism,,Professional degree,"$200,000 or more",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Extremely Excited,Somewhat Confident,Very Confident,Very Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:32:05,11/12/2024 18:33:36,100,90,True,11/12/2024 18:33:36,R_3qsMgb5hp534xrz,,,,,41.8244,-71.408,anonymous,EN,R_3qsMgb5hp534xrz,8,40-49,Female,Not married,Hispanic or Latino/a,Catholic,,Less than High School,"Less than $30,000",,Unsure,Unsure,Kamala Harris,Very Excited,Unsure,Unsure,Unsure,Social Media,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:32:41,11/12/2024 18:33:48,100,67,True,11/12/2024 18:33:49,R_5xlTwN5Kx3VzNyV,,,,,41.8244,-71.408,anonymous,EN,R_5xlTwN5Kx3VzNyV,9,40-49,Male,Married,White,Atheist,,Doctorate,"$200,000 or more",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Somewhat Excited,Somewhat Confident,Very Confident,Very Confident,"The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,Definitely,Definitely
11/12/2024 18:32:35,11/12/2024 18:33:51,100,75,True,11/12/2024 18:33:51,R_72FtvR4Er8osnHG,,,,,41.8244,-71.408,anonymous,EN,R_72FtvR4Er8osnHG,1,25-29,Male,Not married,White,Atheist,,Professional degree,"$100,000-$199,999",Independent,Somewhat Right,Definitely Wrong,Donald Trump,Not at all Excited,Not at All Confident,Very Confident,Somewhat Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Probably Not
11/12/2024 18:32:22,11/12/2024 18:33:52,100,90,True,11/12/2024 18:33:53,R_6o0nXO7BT4md4UV,,,,,41.8244,-71.408,anonymous,EN,R_6o0nXO7BT4md4UV,15,50-64,Male,Not married,Other,Other,Armenian Apostolic,4 year degree,"$100,000-$199,999",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Extremely Excited,Very Confident,Very Confident,Very Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely Not,Definitely Not
11/12/2024 18:33:10,11/12/2024 18:34:01,100,50,True,11/12/2024 18:34:01,R_55qOowJDfFOkmYh,,,,,41.8244,-71.408,anonymous,EN,R_55qOowJDfFOkmYh,9,50-64,Male,Not married,White,Buddhism,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Very Excited,Somewhat Confident,Very Confident,Somewhat Confident,The Voter Information Handbook sent to my house,I prefer voting on election day,Definitely,Probably
11/12/2024 18:32:50,11/12/2024 18:34:03,100,72,True,11/12/2024 18:34:04,R_7u0w0vZxixemP2V,,,,,41.8244,-71.408,anonymous,EN,R_7u0w0vZxixemP2V,3,30-39,Female,Married,White,Atheist,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Wrong,Somewhat Right,Kamala Harris,Very Excited,Somewhat Confident,Very Confident,Somewhat Confident,,Today was the best option for my schedule,Definitely,Definitely
11/12/2024 18:33:02,11/12/2024 18:34:04,100,61,True,11/12/2024 18:34:04,R_5wRicy5nxlEEtvX,,,,,41.8244,-71.408,anonymous,EN,R_5wRicy5nxlEEtvX,7,40-49,Female,Married,"White,Black or African American,American Indian or Alaska Native",Other,baptist,Some college,"$30,000-$49,999",Democrat,Somewhat Right,Somewhat Wrong,Kamala Harris,Somewhat Excited,Somewhat Confident,Not Very Confident,Somewhat Confident,"Social Media,Friends/Family",I do not trust mail-in voting,Probably,Definitely
11/12/2024 18:32:44,11/12/2024 18:34:14,100,90,True,11/12/2024 18:34:15,R_7kHYRUOuT8P9XZE,,,,,41.8244,-71.408,anonymous,EN,R_7kHYRUOuT8P9XZE,8,30-39,Male,Not married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"Less than $30,000",Republican,Definitely Right,Definitely Wrong,Donald Trump,Very Excited,Very Confident,Very Confident,Very Confident,Social Media,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:33:16,11/12/2024 18:34:16,100,59,True,11/12/2024 18:34:16,R_7NPqXUtzfsrbfvf,,,,,40.7123,-74.0068,anonymous,EN,R_7NPqXUtzfsrbfvf,5,30-39,Male,Not married,Black or African American,Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Right,Somewhat Wrong,Kamala Harris,Extremely Excited,Somewhat Confident,Somewhat Confident,Very Confident,The Voter Information Handbook sent to my house,I prefer voting on election day,Probably Not,Probably
11/12/2024 18:34:02,11/12/2024 18:34:19,100,16,True,11/12/2024 18:34:19,R_72QCiNTQ4xsckVP,,,,,41.8244,-71.408,anonymous,EN,R_72QCiNTQ4xsckVP,,,,,,,,,,,,,,,,,,,,,
11/12/2024 18:33:20,11/12/2024 18:34:21,100,60,True,11/12/2024 18:34:21,R_3qDOzZcBhyk8mQx,,,,,41.8244,-71.408,anonymous,EN,R_3qDOzZcBhyk8mQx,6,50-64,Female,Not married,White,Catholic,,High school graduate / GED,"Less than $30,000",Democrat,Somewhat Wrong,Somewhat Wrong,Kamala Harris,Extremely Excited,Very Confident,Very Confident,Very Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:32:49,11/12/2024 18:34:22,100,93,True,11/12/2024 18:34:22,R_10dbtUZnwEHi39Q,,,,,41.8244,-71.408,anonymous,EN,R_10dbtUZnwEHi39Q,12,50-64,Male,Married,White,Protestant / Other Christian Denomination,,High school graduate / GED,"$50,000-$100,000",Democrat,Somewhat Wrong,Somewhat Right,Kamala Harris,Extremely Excited,Somewhat Confident,Very Confident,Somewhat Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:33:25,11/12/2024 18:34:24,100,58,True,11/12/2024 18:34:24,R_7YixQ7i70PNoBvb,,,,,41.8244,-71.408,anonymous,EN,R_7YixQ7i70PNoBvb,14,40-49,Female,Married,White,None,,Doctorate,,Independent,Somewhat Right,Somewhat Right,Kamala Harris,Extremely Excited,Somewhat Confident,Very Confident,Very Confident,The Voter Information Handbook sent to my house,Today was the best option for my schedule,I would need more information to make a decision,Definitely Not
11/12/2024 18:33:15,11/12/2024 18:34:26,100,70,True,11/12/2024 18:34:26,R_57kcZr8B6etA1d5,,,,,41.8244,-71.408,anonymous,EN,R_57kcZr8B6etA1d5,1,25-29,Female,Not married,White,None,,4 year degree,"$100,000-$199,999",Independent,Somewhat Wrong,Definitely Wrong,Kamala Harris,Not at all Excited,Not at All Confident,Somewhat Confident,Somewhat Confident,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media",I forgot to vote early or by mail,Definitely,Probably
11/12/2024 18:32:55,11/12/2024 18:34:35,100,100,True,11/12/2024 18:34:35,R_1Kw43n6g7FDNtC8,,,,,42.3562,-71.0631,anonymous,EN,R_1Kw43n6g7FDNtC8,3,18-24,Female,Not married,White,None,,Some college,"$30,000-$49,999",Democrat,Somewhat Wrong,Unsure,Kamala Harris,Somewhat Excited,Unsure,Unsure,Not Very Confident,Social Media,"I prefer voting on election day,I do not trust mail-in voting",Definitely,I would need more information to make a decision
11/12/2024 18:33:11,11/12/2024 18:34:37,100,85,True,11/12/2024 18:34:37,R_3ODBfYeHOqyqFdQ,,,,,41.8244,-71.408,anonymous,ES-ES,R_3ODBfYeHOqyqFdQ,15,50-64,Female,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Less than High School,"$100,000-$199,999",Republican,Somewhat Wrong,Somewhat Wrong,Donald Trump,Not at all Excited,Not Very Confident,Somewhat Confident,Somewhat Confident,"Rhode Island Secretary of State's Website,Friends/Family",I prefer voting on election day,Definitely,Definitely
11/12/2024 18:33:19,11/12/2024 18:34:43,100,84,True,11/12/2024 18:34:43,R_7K3gDc4nrqvZP1C,,,,,41.8244,-71.408,anonymous,EN,R_7K3gDc4nrqvZP1C,6,30-39,Male,Not married,White,Other,,Some college,"$50,000-$100,000",Independent,Somewhat Wrong,Somewhat Wrong,Other,Not at all Excited,Not Very Confident,Not at All Confident,Not Very Confident,,,Probably,Probably
11/12/2024 18:33:40,11/12/2024 18:34:55,100,74,True,11/12/2024 18:34:56,R_6JBaWi9ZX2RJppT,,,,,41.8244,-71.408,anonymous,EN,R_6JBaWi9ZX2RJppT,12,50-64,Male,Married,Black or African American,Protestant / Other Christian Denomination,,Some college,"$30,000-$49,999",Democrat,Definitely Right,Definitely Right,Kamala Harris,Extremely Excited,Somewhat Confident,Somewhat Confident,Very Confident,,I prefer voting on election day,Probably,Probably
11/12/2024 18:33:09,11/12/2024 18:35:00,100,110,True,11/12/2024 18:35:00,R_71dHj6rYV3Qx28v,,,,,41.8244,-71.408,anonymous,EN,R_71dHj6rYV3Qx28v,14,50-64,Female,Married,White,Catholic,,Some college,"$100,000-$199,999",Republican,Somewhat Wrong,Somewhat Right,Donald Trump,Somewhat Excited,Somewhat Confident,Somewhat Confident,Somewhat Confident,The Voter Information Handbook sent to my house,I prefer voting on election day,Probably Not,Probably
11/12/2024 18:33:50,11/12/2024 18:35:01,100,71,True,11/12/2024 18:35:01,R_3mI6fHGXC3HgdY5,,,,,41.8244,-71.408,anonymous,EN,R_3mI6fHGXC3HgdY5,11,30-39,Female,Married,Black or African American,Protestant / Other Christian Denomination,,2 year degree,"$50,000-$100,000",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Extremely Excited,Somewhat Confident,Very Confident,Very Confident,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media,Friends/Family,Religious/Community Organizations","I prefer voting on election day,Today was the best option for my schedule",Probably Not,I would need more information to make a decision
11/12/2024 18:34:06,11/12/2024 18:35:04,100,57,True,11/12/2024 18:35:04,R_7hA4P2XOzdT5VOF,,,,,41.8244,-71.408,anonymous,EN,R_7hA4P2XOzdT5VOF,9,40-49,Male,Married,"Black or African American,American Indian or Alaska Native",Protestant / Other Christian Denomination,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Extremely Excited,Somewhat Confident,Very Confident,Very Confident,Friends/Family,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:33:56,11/12/2024 18:35:08,100,71,True,11/12/2024 18:35:08,R_6rlNez8K5dTO4Bb,,,,,41.8244,-71.408,anonymous,EN,R_6rlNez8K5dTO4Bb,15,18-24,Female,Not married,"White,Hispanic or Latino/a",Catholic,,High school graduate / GED,"Less than $30,000",Democrat,Unsure,Somewhat Wrong,Kamala Harris,Somewhat Excited,Not Very Confident,Somewhat Confident,Somewhat Confident,Social Media,"I prefer voting on election day,I wanted to wait to learn more about the candidates",I would need more information to make a decision,Probably Not
11/12/2024 18:34:06,11/12/2024 18:35:10,100,63,True,11/12/2024 18:35:11,R_7dLVcQ8X2g97DnS,,,,,41.8244,-71.408,anonymous,EN,R_7dLVcQ8X2g97DnS,7,50-64,Female,Not married,Hispanic or Latino/a,Catholic,,Some college,"Less than $30,000",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Very Excited,Somewhat Confident,Somewhat Confident,Very Confident,Friends/Family,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:34:06,11/12/2024 18:35:12,100,65,True,11/12/2024 18:35:12,R_1wbLMHuyw3U5ayR,,,,,41.8244,-71.408,anonymous,EN,R_1wbLMHuyw3U5ayR,3,50-64,Male,Not married,Other,Other,,Some college,"Less than $30,000",Democrat,Unsure,Somewhat Right,Other,Somewhat Excited,Unsure,Somewhat Confident,Somewhat Confident,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",I prefer voting on election day,Probably,Definitely
11/12/2024 18:33:59,11/12/2024 18:35:12,100,72,True,11/12/2024 18:35:13,R_30Um9q0Vsfc2jz0,,,,,41.8244,-71.408,anonymous,EN,R_30Um9q0Vsfc2jz0,9,65 or older,Male,Not married,White,None,,2 year degree,"$50,000-$100,000",Independent,Definitely Wrong,Definitely Wrong,,,,Not at All Confident,Not at All Confident,"Social Media,Friends/Family",I prefer voting on election day,Definitely Not,Probably
11/12/2024 18:34:20,11/12/2024 18:35:17,100,56,True,11/12/2024 18:35:17,R_6M6beCmLHkkGRhO,,,,,40.7123,-74.0068,anonymous,EN,R_6M6beCmLHkkGRhO,5,30-39,Female,Not married,White,Catholic,,High school graduate / GED,"$30,000-$49,999",Republican,Unsure,Unsure,Donald Trump,Extremely Excited,Not at All Confident,Very Confident,Unsure,Friends/Family,I prefer voting on election day,Definitely,Probably Not
11/12/2024 18:34:28,11/12/2024 18:35:17,100,49,True,11/12/2024 18:35:18,R_3zNEmeggtEOfI7D,,,,,41.8244,-71.408,anonymous,EN,R_3zNEmeggtEOfI7D,14,18-24,Female,Not married,White,None,,High school graduate / GED,"$30,000-$49,999",Democrat,Unsure,Somewhat Right,,,,Somewhat Confident,Somewhat Confident,The Voter Information Handbook sent to my house,I prefer voting on election day,I would need more information to make a decision,Definitely Not
11/12/2024 18:33:57,11/12/2024 18:35:22,100,84,True,11/12/2024 18:35:22,R_1A0XC2bnFfO44Gs,,,,,41.8244,-71.408,anonymous,EN,R_1A0XC2bnFfO44Gs,1,18-24,Non-binary / Other,Not married,White,None,,4 year degree,"Less than $30,000",,Definitely Wrong,Somewhat Right,Kamala Harris,Not Very Excited,Unsure,Somewhat Confident,Unsure,"Rhode Island Secretary of State's Website,Social Media","I prefer voting on election day,I wanted to wait to learn more about the candidates",Definitely,Probably
11/12/2024 18:34:22,11/12/2024 18:35:30,100,68,True,11/12/2024 18:35:31,R_61GzJAUsVv4KE3W,,,,,41.8244,-71.408,anonymous,EN,R_61GzJAUsVv4KE3W,8,65 or older,Male,Married,Hispanic or Latino/a,Catholic,,2 year degree,"$50,000-$100,000",Democrat,Somewhat Wrong,Somewhat Wrong,Kamala Harris,Somewhat Excited,Somewhat Confident,Somewhat Confident,Very Confident,Social Media,I prefer voting on election day,Definitely,Probably Not
11/12/2024 18:33:51,11/12/2024 18:35:33,100,102,True,11/12/2024 18:35:34,R_5eyqWVwnDlFo3Wr,,,,,41.8244,-71.408,anonymous,EN,R_5eyqWVwnDlFo3Wr,8,18-24,Female,Not married,Black or African American,None,,High school graduate / GED,"Less than $30,000",Other third party,Unsure,,Kamala Harris,Extremely Excited,Very Confident,Very Confident,Unsure,,I did not feel like I had all the information necessary to vote early or by mail,I would need more information to make a decision,
11/12/2024 18:33:21,11/12/2024 18:35:40,100,138,True,11/12/2024 18:35:41,R_1IlrUp3p0ytT5K1,,,,,41.8244,-71.408,anonymous,EN,R_1IlrUp3p0ytT5K1,11,40-49,Female,Not married,Hispanic or Latino/a,Atheist,,Some college,"$30,000-$49,999",Other third party,Definitely Wrong,Somewhat Wrong,Kamala Harris,Not at all Excited,Not at All Confident,Somewhat Confident,Unsure,"Social Media,Friends/Family",Today was the best option for my schedule,Definitely,I would need more information to make a decision
11/12/2024 18:34:27,11/12/2024 18:35:43,100,76,True,11/12/2024 18:35:43,R_5EAmpWY181EPyRu,,,,,41.8244,-71.408,anonymous,EN,R_5EAmpWY181EPyRu,6,50-64,Female,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Some college,"$50,000-$100,000",Independent,Unsure,Unsure,Other,Not Very Excited,Unsure,Unsure,Unsure,,I prefer voting on election day,,I would need more information to make a decision
11/12/2024 18:34:41,11/12/2024 18:35:49,100,68,True,11/12/2024 18:35:49,R_7i4pTMF1KVG6DLQ,,,,,42.3562,-71.0631,anonymous,EN,R_7i4pTMF1KVG6DLQ,3,30-39,Male,Not married,Hispanic or Latino/a,Other,Agnostic,High school graduate / GED,"$100,000-$199,999",Republican,Definitely Wrong,Somewhat Wrong,Donald Trump,Extremely Excited,Somewhat Confident,Somewhat Confident,Somewhat Confident,Social Media,Today was the best option for my schedule,Definitely,Probably Not
11/12/2024 18:34:27,11/12/2024 18:35:50,100,82,True,11/12/2024 18:35:50,R_6jNZ3ZdRIyKEzqs,,,,,41.8244,-71.408,anonymous,EN,R_6jNZ3ZdRIyKEzqs,12,30-39,Female,Not married,"White,Hispanic or Latino/a",Catholic,,Professional degree,"$50,000-$100,000",Independent,Definitely Wrong,Unsure,,Not at all Excited,Unsure,Very Confident,Very Confident,"Social Media,Friends/Family,Religious/Community Organizations",,I would need more information to make a decision,I would need more information to make a decision
11/12/2024 18:34:33,11/12/2024 18:35:52,100,78,True,11/12/2024 18:35:52,R_77wAzL1VcGrB2fF,,,,,41.8244,-71.408,anonymous,EN,R_77wAzL1VcGrB2fF,1,25-29,Female,Not married,White,None,,Professional degree,"$30,000-$49,999",Democrat,Somewhat Wrong,Unsure,Kamala Harris,Somewhat Excited,Somewhat Confident,Very Confident,Not Very Confident,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media","I prefer voting on election day,I forgot to vote early or by mail,Today was the best option for my schedule",,
11/12/2024 18:35:09,11/12/2024 18:36:03,100,54,True,11/12/2024 18:36:03,R_3DY6bFSU0Cah6WD,,,,,41.8244,-71.408,anonymous,EN,R_3DY6bFSU0Cah6WD,9,30-39,Female,Married,"White,Black or African American",Catholic,,2 year degree,"$50,000-$100,000",Democrat,Unsure,Unsure,Kamala Harris,Extremely Excited,Somewhat Confident,Somewhat Confident,Somewhat Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,I would need more information to make a decision
11/12/2024 18:35:23,11/12/2024 18:36:08,100,44,True,11/12/2024 18:36:09,R_7S7rfSNqWPfJEOJ,,,,,41.8244,-71.408,anonymous,ES-ES,R_7S7rfSNqWPfJEOJ,7,50-64,Female,Not married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"Less than $30,000",Republican,Somewhat Right,Somewhat Right,Donald Trump,Very Excited,Very Confident,Very Confident,Very Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:35:07,11/12/2024 18:36:18,100,71,True,11/12/2024 18:36:19,R_7JgbfrqYXHCLizB,,,,,41.8244,-71.408,anonymous,EN,R_7JgbfrqYXHCLizB,11,30-39,Male,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,High school graduate / GED,"$30,000-$49,999",Republican,Definitely Right,Somewhat Right,Donald Trump,Extremely Excited,Somewhat Confident,Very Confident,Very Confident,,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:35:23,11/12/2024 18:36:20,100,57,True,11/12/2024 18:36:21,R_6n0HwCQe0fysAYp,,,,,40.7123,-74.0068,anonymous,EN,R_6n0HwCQe0fysAYp,5,30-39,Female,Married,Hispanic or Latino/a,None,,Some college,"$100,000-$199,999",Democrat,Unsure,Somewhat Right,Kamala Harris,Very Excited,Somewhat Confident,Very Confident,Somewhat Confident,Social Media,I prefer voting on election day,Definitely,Probably
11/12/2024 18:34:44,11/12/2024 18:36:22,100,98,True,11/12/2024 18:36:23,R_3c7HhkcHAXBTWsF,,,,,41.8244,-71.408,anonymous,EN,R_3c7HhkcHAXBTWsF,15,30-39,Female,Not married,Other,None,,Some college,"$30,000-$49,999",Democrat,Definitely Wrong,Unsure,Kamala Harris,Not at all Excited,Somewhat Confident,Somewhat Confident,Not Very Confident,Social Media,"I prefer voting on election day,I do not trust mail-in voting,I wanted to wait to learn more about the candidates",Definitely,Probably
